-- bus section
i, v(p.u.), theta(deg), bcs(MVAR at v = 1 p.u.)
481, 1, 11.735, 3.6539454393098856
9, 1, 243.6682706483863, 68.91523542534384
458, 1, 0.0, 0.0
255, 1, 0.0, 0.0
484, 1, 7.3020000000000005, 3.7001314600229263
480, 1, 14.604000000000001, 1.6381047625472382
351, 1, 1.617, 2.3799974451108827
302, 1, 0.0, 0.0
17, 1, 856.7023595919895, 12.127658988140258
430, 1, 0.261, -0.05
231, 1, 0.0, 0.0
494, 1, 0.0, 0.0
50, 1, 2.6, -0.32
434, 1, 1.121, -0.21
256, 1, 0.0, 0.0
249, 1, 0.0, 0.0
72, 1, 0.522, 0.77
350, 1, 3.9120000000000004, 3.185668104929144
352, 1, 3.755, 3.1138159050495755
224, 1, 133.315, -24.608636002781452
394, 1, 0.0, 0.0
438, 1, 51.37500000000001, -9.65
388, 1, 0.0, 0.0
409, 1, 100.0, -2.359669092994311
353, 1, 19.298, 2.6608147544813563
258, 1, 0.0, 0.0
125, 1, 42.248, -3.945783219700496
391, 1, 0.0, 0.0
497, 1, 15.647, -0.813830560651275
363, 1, 0.0, 0.0
393, 1, 0.0, 0.0
483, 1, 6.259, -0.8210960828572521
257, 1, 0.0, 0.0
305, 1, 0.261, 0.04172055618743188
463, 1, 0.0, 0.0
